Word,Category,Starting_Letter,Length,Is_Compound,Component_Count
مانع‌شدن,Noun/Adjective/Misc,م,8,1,2
مانع‌گذاری,Noun/Adjective/Misc,م,10,1,2
ماهوت‌پاک‌کن,Noun/Adjective/Misc,م,12,1,3
ماهی‌تابه,Noun/Adjective/Misc,م,9,1,2
ماهی‌خوار,Noun/Adjective/Misc,م,9,1,2
ماهی‌فروش,Noun/Adjective/Misc,م,9,1,2
ماه‌رو,Noun/Adjective/Misc,م,6,1,2
ماه‌شهر,Noun/Adjective/Misc,م,7,1,2
ماه‌عسل,Noun/Adjective/Misc,م,7,1,2
ماه‌نامه,Noun/Adjective/Misc,م,8,1,2
ماه‌نشان,Noun/Adjective/Misc,م,8,1,2
ماه‌پاره,Noun/Adjective/Misc,م,8,1,2
ماه‌گرفته,Noun/Adjective/Misc,م,9,1,2
ماه‌گرفتگی,Noun/Adjective/Misc,م,10,1,2
مایع‌شده,Noun/Adjective/Misc,م,8,1,2
مایل‌شدن,Noun/Adjective/Misc,م,8,1,2
مایه‌تیله,Noun/Adjective/Misc,م,9,1,2
مایه‌خمیر,Noun/Adjective/Misc,م,9,1,2
مایه‌دار,Noun/Adjective/Misc,م,8,1,2
مایه‌پنیر,Noun/Adjective/Misc,م,9,1,2
مایه‌کاری,Noun/Adjective/Misc,م,9,1,2
مایه‌کوبی,Noun/Adjective/Misc,م,9,1,2
مبارزه‌جو,Noun/Adjective/Misc,م,9,1,2
مبارزه‌جویانه,Noun/Adjective/Misc,م,13,1,2
مبارزه‌جویی,Noun/Adjective/Misc,م,11,1,2
مبارزه‌طلبانه,Noun/Adjective/Misc,م,13,1,2
مبارزه‌طلبی,Noun/Adjective/Misc,م,11,1,2
مبارک‌آباد,Noun/Adjective/Misc,م,10,1,2
مبالغه‌آمیز,Noun/Adjective/Misc,م,11,1,2
مبایعه‌نامه,Noun/Adjective/Misc,م,11,1,2
مبل‌ساز,Noun/Adjective/Misc,م,7,1,2
مبل‌سازی,Noun/Adjective/Misc,م,8,1,2
مبل‌فروش,Noun/Adjective/Misc,م,8,1,2
مبل‌فروشی,Noun/Adjective/Misc,م,9,1,2
مبهم‌گویی,Noun/Adjective/Misc,م,9,1,2
مبهوت‌کننده,Noun/Adjective/Misc,م,11,1,2
متحرک‌سازی,Noun/Adjective/Misc,م,10,1,2
متروک‌شده,Noun/Adjective/Misc,م,9,1,2
متساوی‌الاضلاع,Noun/Adjective/Misc,م,14,1,2
متساوی‌الساقین,Noun/Adjective/Misc,م,14,1,2
متصل‌کننده,Noun/Adjective/Misc,م,10,1,2
متعادل‌سازی,Noun/Adjective/Misc,م,11,1,2
متعادل‌کننده,Noun/Adjective/Misc,م,12,1,2
متفق‌القول,Noun/Adjective/Misc,م,10,1,2
متلاشی‌شده,Noun/Adjective/Misc,م,10,1,2
متلک‌گو,Noun/Adjective/Misc,م,7,1,2
متلک‌گویی,Noun/Adjective/Misc,م,9,1,2
متمم‌ساز,Noun/Adjective/Misc,م,8,1,2
متناسب‌سازی,Noun/Adjective/Misc,م,11,1,2
متن‌خوانی,Noun/Adjective/Misc,م,9,1,2
متوازی‌الاضلاع,Noun/Adjective/Misc,م,14,1,2
متوازی‌السطوح,Noun/Adjective/Misc,م,13,1,2
متوقف‌شده,Noun/Adjective/Misc,م,9,1,2
متکلّم‌وحده,Noun/Adjective/Misc,م,11,1,2
مثال‌زدنی,Noun/Adjective/Misc,م,9,1,2
مثال‌محور,Noun/Adjective/Misc,م,9,1,2
مثبت‌گرا,Noun/Adjective/Misc,م,8,1,2
مثنوی‌خوانی,Noun/Adjective/Misc,م,11,1,2
مجاب‌کننده,Noun/Adjective/Misc,م,10,1,2
مجادله‌آمیز,Noun/Adjective/Misc,م,11,1,2
مجذوب‌کننده,Noun/Adjective/Misc,م,11,1,2
مجری‌گری,Noun/Adjective/Misc,م,8,1,2
مجسمه‌تراش,Noun/Adjective/Misc,م,10,1,2
مجسمه‌ساز,Noun/Adjective/Misc,م,9,1,2
مجسمه‌سازی,Noun/Adjective/Misc,م,10,1,2
مجلس‌آرا,Noun/Adjective/Misc,م,8,1,2
مجلس‌آرایی,Noun/Adjective/Misc,م,10,1,2
مجله‌خوان,Noun/Adjective/Misc,م,9,1,2
مجمع‌البیان,Noun/Adjective/Misc,م,11,1,2
مجمع‌الجزایر,Noun/Adjective/Misc,م,12,1,2
مجموعه‌دار,Noun/Adjective/Misc,م,10,1,2
مجموعه‌سازی,Noun/Adjective/Misc,م,11,1,2
مجهول‌المکان,Noun/Adjective/Misc,م,12,1,2
مجهول‌الهویه,Noun/Adjective/Misc,م,12,1,2
مجهول‌ساز,Noun/Adjective/Misc,م,9,1,2
محاسبه‌شده,Noun/Adjective/Misc,م,10,1,2
محاسبه‌ناپذیر,Noun/Adjective/Misc,م,13,1,2
محاسبه‌گر,Noun/Adjective/Misc,م,9,1,2
محاصره‌شده,Noun/Adjective/Misc,م,10,1,2
محافظت‌شده,Noun/Adjective/Misc,م,10,1,2
محافظت‌کننده,Noun/Adjective/Misc,م,12,1,2
محافظه‌کار,Noun/Adjective/Misc,م,10,1,2
محافظه‌کارانه,Noun/Adjective/Misc,م,13,1,2
محاکمه‌کننده,Noun/Adjective/Misc,م,12,1,2
محبت‌آمیز,Noun/Adjective/Misc,م,9,1,2
محرم‌الحرام,Noun/Adjective/Misc,م,11,1,2
محرومیت‌زدایی,Noun/Adjective/Misc,م,13,1,2
محروم‌کننده,Noun/Adjective/Misc,م,11,1,2
محسن‌آباد,Noun/Adjective/Misc,م,9,1,2
محفل‌نشین,Noun/Adjective/Misc,م,9,1,2
محنت‌بار,Noun/Adjective/Misc,م,8,1,2
محنت‌زده,Noun/Adjective/Misc,م,8,1,2
محنت‌کشیده,Noun/Adjective/Misc,م,10,1,2
محوطه‌سازی,Noun/Adjective/Misc,م,10,1,2
محکمه‌پسند,Noun/Adjective/Misc,م,10,1,2
محکم‌کاری,Noun/Adjective/Misc,م,9,1,2
محکوم‌سازی,Noun/Adjective/Misc,م,10,1,2
محکوم‌شده,Noun/Adjective/Misc,م,9,1,2
محیط‌بان,Noun/Adjective/Misc,م,8,1,2
محیط‌زیست,Noun/Adjective/Misc,م,9,1,2
محی‌الدین,Noun/Adjective/Misc,م,9,1,2
مخاطره‌آمیز,Noun/Adjective/Misc,م,11,1,2
مخاطره‌جو,Noun/Adjective/Misc,م,9,1,2
مخالفت‌کننده,Noun/Adjective/Misc,م,12,1,2
مختلف‌الجهت,Noun/Adjective/Misc,م,11,1,2
مختل‌کننده,Noun/Adjective/Misc,م,10,1,2
مخدوش‌کننده,Noun/Adjective/Misc,م,11,1,2
مخزن‌الاسرار,Noun/Adjective/Misc,م,12,1,2
مخغی‌گاه,Noun/Adjective/Misc,م,8,1,2
مخفی‌شده,Noun/Adjective/Misc,م,8,1,2
مخفی‌نموده,Noun/Adjective/Misc,م,10,1,2
مخفی‌کاری,Noun/Adjective/Misc,م,9,1,2
مخلوط‌کن,Noun/Adjective/Misc,م,8,1,2
مداخله‌جویانه,Noun/Adjective/Misc,م,13,1,2
مداخله‌گر,Noun/Adjective/Misc,م,9,1,2
مداخله‌گرایی,Noun/Adjective/Misc,م,12,1,2
مدادپاک‌کن,Noun/Adjective/Misc,م,10,1,2
مدال‌آور,Noun/Adjective/Misc,م,8,1,2
مدت‌دار,Noun/Adjective/Misc,م,7,1,2
مدح‌کننده,Noun/Adjective/Misc,م,9,1,2
مدرسه‌ساز,Noun/Adjective/Misc,م,9,1,2
مدرسه‌سازی,Noun/Adjective/Misc,م,10,1,2
مدرنیزه‌سازی,Noun/Adjective/Misc,م,12,1,2
مدرک‌گرایی,Noun/Adjective/Misc,م,10,1,2
مدظله‌العالی,Noun/Adjective/Misc,م,12,1,2
مدعی‌العموم,Noun/Adjective/Misc,م,11,1,2
مدفون‌شده,Noun/Adjective/Misc,م,9,1,2
مدل‌بالا,Noun/Adjective/Misc,م,8,1,2
مدل‌سازی,Noun/Adjective/Misc,م,8,1,2
مدیحه‌سرا,Noun/Adjective/Misc,م,9,1,2
مدیحه‌سرایی,Noun/Adjective/Misc,م,11,1,2
مدیحه‌گو,Noun/Adjective/Misc,م,8,1,2
مذاکره‌کننده,Noun/Adjective/Misc,م,12,1,2
مراجعه‌کننده,Noun/Adjective/Misc,م,12,1,2
مراعات‌النظیر,Noun/Adjective/Misc,م,13,1,2
مراعات‌کننده,Noun/Adjective/Misc,م,12,1,2
مراقبت‌کننده,Noun/Adjective/Misc,م,12,1,2
مرام‌نامه,Noun/Adjective/Misc,م,9,1,2
مراوه‌تپه,Noun/Adjective/Misc,م,9,1,2
مربی‌گری,Noun/Adjective/Misc,م,8,1,2
مرتب‌سازی,Noun/Adjective/Misc,م,9,1,2
مرتب‌شده,Noun/Adjective/Misc,م,8,1,2
مرتب‌نشده,Noun/Adjective/Misc,م,9,1,2
مرتع‌دار,Noun/Adjective/Misc,م,8,1,2
مرتع‌داری,Noun/Adjective/Misc,م,9,1,2
مرتفع‌کننده,Noun/Adjective/Misc,م,11,1,2
مرثیه‌خوان,Noun/Adjective/Misc,م,10,1,2
مرثیه‌خوانی,Noun/Adjective/Misc,م,11,1,2
مرثیه‌سرا,Noun/Adjective/Misc,م,9,1,2
مرثیه‌سرایی,Noun/Adjective/Misc,م,11,1,2
مرجع‌نگار,Noun/Adjective/Misc,م,9,1,2
مرجع‌گزینی,Noun/Adjective/Misc,م,10,1,2
مرحله‌بندی,Noun/Adjective/Misc,م,10,1,2
مرحله‌به‌مرحله,Noun/Adjective/Misc,م,14,1,3
مرحمت‌آباد,Noun/Adjective/Misc,م,10,1,2
مردم‌آزار,Noun/Adjective/Misc,م,9,1,2
مردم‌آزاری,Noun/Adjective/Misc,م,10,1,2
مردم‌باوری,Noun/Adjective/Misc,م,10,1,2
مردم‌دار,Noun/Adjective/Misc,م,8,1,2
مردم‌دوست,Noun/Adjective/Misc,م,9,1,2
مردم‌دوستی,Noun/Adjective/Misc,م,10,1,2
مردم‌سالار,Noun/Adjective/Misc,م,10,1,2
مردم‌سالارانه,Noun/Adjective/Misc,م,13,1,2
مردم‌سالاری,Noun/Adjective/Misc,م,11,1,2
مردم‌ستیز,Noun/Adjective/Misc,م,9,1,2
مردم‌ستیزی,Noun/Adjective/Misc,م,10,1,2
مردم‌شناس,Noun/Adjective/Misc,م,9,1,2
مردم‌شناسی,Noun/Adjective/Misc,م,10,1,2
مردم‌فریب,Noun/Adjective/Misc,م,9,1,2
مردم‌فریبی,Noun/Adjective/Misc,م,10,1,2
مردم‌پسند,Noun/Adjective/Misc,م,9,1,2
مردم‌گرا,Noun/Adjective/Misc,م,8,1,2
مردم‌گریز,Noun/Adjective/Misc,م,9,1,2
مرده‌شو,Noun/Adjective/Misc,م,7,1,2
مرده‌شور,Noun/Adjective/Misc,م,8,1,2
مرزبان‌نامه,Noun/Adjective/Misc,م,11,1,2
مرزن‌آباد,Noun/Adjective/Misc,م,9,1,2
مرصع‌پلو,Noun/Adjective/Misc,م,8,1,2
مرطوب‌کننده,Noun/Adjective/Misc,م,11,1,2
مرعوب‌سازی,Noun/Adjective/Misc,م,10,1,2
مرعوب‌کننده,Noun/Adjective/Misc,م,11,1,2
مرکب‌ساز,Noun/Adjective/Misc,م,8,1,2
مرکب‌سازی,Noun/Adjective/Misc,م,9,1,2
مرگ‌آور,Noun/Adjective/Misc,م,7,1,2
مرگ‌بار,Noun/Adjective/Misc,م,7,1,2
مرگ‌زا,Noun/Adjective/Misc,م,6,1,2
مرگ‌ومیر,Noun/Adjective/Misc,م,8,1,2
مریض‌احوال,Noun/Adjective/Misc,م,10,1,2
مریض‌خانه,Noun/Adjective/Misc,م,9,1,2
مریم‌آباد,Noun/Adjective/Misc,م,9,1,2
مزاحم‌شدن,Noun/Adjective/Misc,م,9,1,2
مزرعه‌دار,Noun/Adjective/Misc,م,9,1,2
مزه‌پرانی,Noun/Adjective/Misc,م,9,1,2
مسئله‌دار,Noun/Adjective/Misc,م,9,1,2
مسئله‌ساز,Noun/Adjective/Misc,م,9,1,2
مسئله‌سازی,Noun/Adjective/Misc,م,10,1,2
مسئولیت‌ناپذیر,Noun/Adjective/Misc,م,14,1,2
مسئولیت‌پذیر,Noun/Adjective/Misc,م,12,1,2
مسئولیت‌پذیری,Noun/Adjective/Misc,م,13,1,2
مسابقه‌دهنده,Noun/Adjective/Misc,م,12,1,2
مسالمت‌آمیز,Noun/Adjective/Misc,م,11,1,2
مسالمت‌جو,Noun/Adjective/Misc,م,9,1,2
مسالمت‌جویانه,Noun/Adjective/Misc,م,13,1,2
مستجاب‌الدعوه,Noun/Adjective/Misc,م,13,1,2
مستمری‌بگیر,Noun/Adjective/Misc,م,11,1,2
مستهلک‌شده,Noun/Adjective/Misc,م,10,1,2
مستوفی‌الممالک,Noun/Adjective/Misc,م,14,1,2
مست‌کننده,Noun/Adjective/Misc,م,9,1,2
مسخره‌آمیز,Noun/Adjective/Misc,م,10,1,2
مسخره‌بازی,Noun/Adjective/Misc,م,10,1,2
مسخ‌شده,Noun/Adjective/Misc,م,7,1,2
مسخ‌کننده,Noun/Adjective/Misc,م,9,1,2
مسرت‌بخش,Noun/Adjective/Misc,م,8,1,2
مسلمان‌نشین,Noun/Adjective/Misc,م,11,1,2
مسمومیت‌زا,Noun/Adjective/Misc,م,10,1,2
مسموم‌کننده,Noun/Adjective/Misc,م,11,1,2
مسکن‌ساز,Noun/Adjective/Misc,م,8,1,2
مسکن‌سازی,Noun/Adjective/Misc,م,9,1,2
مسی‌رنگ,Noun/Adjective/Misc,م,7,1,2
مس‌فروش,Noun/Adjective/Misc,م,7,1,2
مشابهت‌سازی,Noun/Adjective/Misc,م,11,1,2
مشابه‌سازی,Noun/Adjective/Misc,م,10,1,2
مشارکت‌جو,Noun/Adjective/Misc,م,9,1,2
مشارکت‌پذیری,Noun/Adjective/Misc,م,12,1,2
مشارکت‌کننده,Noun/Adjective/Misc,م,12,1,2
مشاطه‌گری,Noun/Adjective/Misc,م,9,1,2
مشاهده‌شده,Noun/Adjective/Misc,م,10,1,2
مشاهده‌پذیر,Noun/Adjective/Misc,م,11,1,2
مشاهده‌کننده,Noun/Adjective/Misc,م,12,1,2
مشایعت‌کننده,Noun/Adjective/Misc,م,12,1,2
مشبهٌ‌به,Noun/Adjective/Misc,م,8,1,2
مشبک‌کاری,Noun/Adjective/Misc,م,9,1,2
مشترک‌المنافع,Noun/Adjective/Misc,م,13,1,2
مشتری‌پسند,Noun/Adjective/Misc,م,10,1,2
مشتری‌گرا,Noun/Adjective/Misc,م,9,1,2
مشتعل‌شدن,Noun/Adjective/Misc,م,9,1,2
مشتق‌گیری,Noun/Adjective/Misc,م,9,1,2
مشت‌زن,Noun/Adjective/Misc,م,6,1,2
مشت‌زنی,Noun/Adjective/Misc,م,7,1,2
مشخص‌شده,Noun/Adjective/Misc,م,8,1,2
مشخص‌کننده,Noun/Adjective/Misc,م,10,1,2
مشروب‌خوار,Noun/Adjective/Misc,م,10,1,2
مشروب‌خواری,Noun/Adjective/Misc,م,11,1,2
مشروب‌فروشی,Noun/Adjective/Misc,م,11,1,2
مشروطه‌خواه,Noun/Adjective/Misc,م,11,1,2
مشروطه‌خواهی,Noun/Adjective/Misc,م,12,1,2
مشعل‌دار,Noun/Adjective/Misc,م,8,1,2
مشغولیت‌زا,Noun/Adjective/Misc,م,10,1,2
مشقت‌بار,Noun/Adjective/Misc,م,8,1,2
مشورت‌گرایی,Noun/Adjective/Misc,م,11,1,2
مشکل‌آفرین,Noun/Adjective/Misc,م,10,1,2
مشکل‌دار,Noun/Adjective/Misc,م,8,1,2
مشکل‌زا,Noun/Adjective/Misc,م,7,1,2
مشکل‌ساز,Noun/Adjective/Misc,م,8,1,2
مشکل‌پسند,Noun/Adjective/Misc,م,9,1,2
مشکل‌گشا,Noun/Adjective/Misc,م,8,1,2
مشکل‌گشایی,Noun/Adjective/Misc,م,10,1,2
مشکین‌دشت,Noun/Adjective/Misc,م,9,1,2
مشکین‌شهر,Noun/Adjective/Misc,م,9,1,2
مشکی‌رنگ,Noun/Adjective/Misc,م,8,1,2
مشک‌آگین,Noun/Adjective/Misc,م,8,1,2
مشک‌افشانی,Noun/Adjective/Misc,م,10,1,2
مشک‌بو,Noun/Adjective/Misc,م,6,1,2
مصاحبه‌کننده,Noun/Adjective/Misc,م,12,1,2
مصاحبه‌گر,Noun/Adjective/Misc,م,9,1,2
مصرف‌شده,Noun/Adjective/Misc,م,8,1,2
مصرف‌کننده,Noun/Adjective/Misc,م,10,1,2
مصرف‌گرایی,Noun/Adjective/Misc,م,10,1,2
مصری‌تبار,Noun/Adjective/Misc,م,9,1,2
مصطفی‌زاده,Noun/Adjective/Misc,م,10,1,2
مصلحت‌آمیز,Noun/Adjective/Misc,م,10,1,2
مصلحت‌اندیش,Noun/Adjective/Misc,م,11,1,2
مصلحت‌اندیشی,Noun/Adjective/Misc,م,12,1,2
مصلحت‌گرا,Noun/Adjective/Misc,م,9,1,2
مصون‌سازی,Noun/Adjective/Misc,م,9,1,2
مصیبت‌بار,Noun/Adjective/Misc,م,9,1,2
مصیبت‌خوان,Noun/Adjective/Misc,م,10,1,2
مصیبت‌دیده,Noun/Adjective/Misc,م,10,1,2
مصیبت‌زده,Noun/Adjective/Misc,م,9,1,2
مصیبت‌نامه,Noun/Adjective/Misc,م,10,1,2
مضافٌ‌الیه,Noun/Adjective/Misc,م,10,1,2
مضاف‌الیه,Noun/Adjective/Misc,م,9,1,2
مضمون‌آفرینی,Noun/Adjective/Misc,م,12,1,2
مطرح‌شدن,Noun/Adjective/Misc,م,8,1,2
مطرح‌شده,Noun/Adjective/Misc,م,8,1,2
مطلق‌گرا,Noun/Adjective/Misc,م,8,1,2
مطلق‌گرایی,Noun/Adjective/Misc,م,10,1,2
مظلوم‌نمایی,Noun/Adjective/Misc,م,11,1,2
معادل‌سازی,Noun/Adjective/Misc,م,10,1,2
معادل‌گذاری,Noun/Adjective/Misc,م,11,1,2
معادل‌یابی,Noun/Adjective/Misc,م,10,1,2
معامله‌شده,Noun/Adjective/Misc,م,10,1,2
معامله‌کننده,Noun/Adjective/Misc,م,12,1,2
معامله‌گر,Noun/Adjective/Misc,م,9,1,2
معامله‌گری,Noun/Adjective/Misc,م,10,1,2
معتدل‌کننده,Noun/Adjective/Misc,م,11,1,2
معجزه‌آسا,Noun/Adjective/Misc,م,9,1,2
معجزه‌وار,Noun/Adjective/Misc,م,9,1,2
معجزه‌گر,Noun/Adjective/Misc,م,8,1,2
معدل‌گیری,Noun/Adjective/Misc,م,9,1,2
معذرت‌خواهانه,Noun/Adjective/Misc,م,13,1,2
معذرت‌خواهی,Noun/Adjective/Misc,م,11,1,2
معرفت‌جو,Noun/Adjective/Misc,م,8,1,2
معرفت‌شناختی,Noun/Adjective/Misc,م,12,1,2
معرفت‌شناسانه,Noun/Adjective/Misc,م,13,1,2
معرفت‌شناسی,Noun/Adjective/Misc,م,11,1,2
معرفی‌شده,Noun/Adjective/Misc,م,9,1,2
معرفی‌نامه,Noun/Adjective/Misc,م,10,1,2
معرق‌کاری,Noun/Adjective/Misc,م,9,1,2
معرکه‌گردان,Noun/Adjective/Misc,م,11,1,2
معرکه‌گیر,Noun/Adjective/Misc,م,9,1,2
معرکه‌گیری,Noun/Adjective/Misc,م,10,1,2
معصیت‌کار,Noun/Adjective/Misc,م,9,1,2
معطل‌مانده,Noun/Adjective/Misc,م,10,1,2
معلوم‌الحال,Noun/Adjective/Misc,م,11,1,2
معنویت‌گرا,Noun/Adjective/Misc,م,10,1,2
معنی‌دار,Noun/Adjective/Misc,م,8,1,2
معین‌الدین,Noun/Adjective/Misc,م,10,1,2
معین‌شده,Noun/Adjective/Misc,م,8,1,2
مع‌الفارق,Noun/Adjective/Misc,م,9,1,2
مع‌الوصف,Noun/Adjective/Misc,م,8,1,2
مع‌ذلک,Noun/Adjective/Misc,م,6,1,2
مع‌هذا,Noun/Adjective/Misc,م,6,1,2
مغازه‌دار,Noun/Adjective/Misc,م,9,1,2
مغلطه‌آمیز,Noun/Adjective/Misc,م,10,1,2
مفاتیح‌الجنان,Noun/Adjective/Misc,م,13,1,2
مفتاح‌الفتوح,Noun/Adjective/Misc,م,12,1,2
مفتول‌سازی,Noun/Adjective/Misc,م,10,1,2
مفتون‌کننده,Noun/Adjective/Misc,م,11,1,2
مفصل‌بندی,Noun/Adjective/Misc,م,9,1,2
مفهوم‌سازی,Noun/Adjective/Misc,م,10,1,2
مفهوم‌پردازی,Noun/Adjective/Misc,م,12,1,2
مقابله‌جویانه,Noun/Adjective/Misc,م,13,1,2
مقابله‌کننده,Noun/Adjective/Misc,م,12,1,2
مقاطعه‌کار,Noun/Adjective/Misc,م,10,1,2
مقاطعه‌کاری,Noun/Adjective/Misc,م,11,1,2
مقاله‌نویس,Noun/Adjective/Misc,م,10,1,2
مقاله‌نویسی,Noun/Adjective/Misc,م,11,1,2
مقامه‌نویسی,Noun/Adjective/Misc,م,11,1,2
مقام‌خواه,Noun/Adjective/Misc,م,9,1,2
مقام‌خواهی,Noun/Adjective/Misc,م,10,1,2
مقام‌طلب,Noun/Adjective/Misc,م,8,1,2
مقام‌طلبی,Noun/Adjective/Misc,م,9,1,2
مقام‌پرست,Noun/Adjective/Misc,م,9,1,2
مقام‌پرستی,Noun/Adjective/Misc,م,10,1,2
مقاومت‌پذیر,Noun/Adjective/Misc,م,11,1,2
مقاومت‌کننده,Noun/Adjective/Misc,م,12,1,2
مقاوم‌سازی,Noun/Adjective/Misc,م,10,1,2
مقایسه‌شدن,Noun/Adjective/Misc,م,10,1,2
مقایسه‌گر,Noun/Adjective/Misc,م,9,1,2
مقبره‌سازی,Noun/Adjective/Misc,م,10,1,2
مقدس‌مآب,Noun/Adjective/Misc,م,8,1,2
مقدس‌نما,Noun/Adjective/Misc,م,8,1,2
مقدمه‌ساز,Noun/Adjective/Misc,م,9,1,2
مقدمه‌پردازی,Noun/Adjective/Misc,م,12,1,2
مقدمه‌چینی,Noun/Adjective/Misc,م,10,1,2
مقرنس‌سازی,Noun/Adjective/Misc,م,10,1,2
مقرنس‌کاری,Noun/Adjective/Misc,م,10,1,2
مقسومٌ‌علیه,Noun/Adjective/Misc,م,11,1,2
مقسوم‌علیه,Noun/Adjective/Misc,م,10,1,2
مقطعه‌دار,Noun/Adjective/Misc,م,9,1,2
مقطع‌نگار,Noun/Adjective/Misc,م,9,1,2
مقطوع‌النسل,Noun/Adjective/Misc,م,11,1,2
مقلب‌القلوب,Noun/Adjective/Misc,م,11,1,2
مقنعه‌بافی,Noun/Adjective/Misc,م,10,1,2
مقوله‌بندی,Noun/Adjective/Misc,م,10,1,2
مقیاس‌پذیر,Noun/Adjective/Misc,م,10,1,2
ملاحظه‌کارانه,Noun/Adjective/Misc,م,13,1,2
ملاحظه‌کاری,Noun/Adjective/Misc,م,11,1,2
ملاطفت‌آمیز,Noun/Adjective/Misc,م,11,1,2
ملاقات‌کننده,Noun/Adjective/Misc,م,12,1,2
ملالت‌بار,Noun/Adjective/Misc,م,9,1,2
ملال‌آور,Noun/Adjective/Misc,م,8,1,2
ملال‌انگیز,Noun/Adjective/Misc,م,10,1,2
ملامت‌نشدنی,Noun/Adjective/Misc,م,11,1,2
ملامت‌کش,Noun/Adjective/Misc,م,8,1,2
ملامت‌کنان,Noun/Adjective/Misc,م,10,1,2
ملت‌خواه,Noun/Adjective/Misc,م,8,1,2
ملت‌دوست,Noun/Adjective/Misc,م,8,1,2
ملت‌دوستی,Noun/Adjective/Misc,م,9,1,2
ملت‌سازی,Noun/Adjective/Misc,م,8,1,2
ملت‌گرایی,Noun/Adjective/Misc,م,9,1,2
ملخ‌خوار,Noun/Adjective/Misc,م,8,1,2
ملخ‌دار,Noun/Adjective/Misc,م,7,1,2
ملوک‌الطوایفی,Noun/Adjective/Misc,م,13,1,2
ملک‌آباد,Noun/Adjective/Misc,م,8,1,2
ملک‌الشعرا,Noun/Adjective/Misc,م,10,1,2
ملک‌الموت,Noun/Adjective/Misc,م,9,1,2
ملک‌زاده,Noun/Adjective/Misc,م,8,1,2
ملک‌مطیعی,Noun/Adjective/Misc,م,9,1,2
ملیت‌خواه,Noun/Adjective/Misc,م,9,1,2
ملیت‌خواهی,Noun/Adjective/Misc,م,10,1,2
ملیت‌گرایی,Noun/Adjective/Misc,م,10,1,2
ملیله‌دوز,Noun/Adjective/Misc,م,9,1,2
ملیله‌دوزی,Noun/Adjective/Misc,م,10,1,2
ملی‌پوش,Noun/Adjective/Misc,م,7,1,2
ملی‌گرا,Noun/Adjective/Misc,م,7,1,2
ملی‌گرایانه,Noun/Adjective/Misc,م,11,1,2
ملی‌گرایی,Noun/Adjective/Misc,م,9,1,2
ممتنع‌الوجود,Noun/Adjective/Misc,م,12,1,2
مملکت‌آرا,Noun/Adjective/Misc,م,9,1,2
مملکت‌آرایی,Noun/Adjective/Misc,م,11,1,2
مملکت‌داری,Noun/Adjective/Misc,م,10,1,2
ممنوع‌الخروج,Noun/Adjective/Misc,م,12,1,2
ممنوع‌الملاقات,Noun/Adjective/Misc,م,14,1,2
ممنوع‌الورود,Noun/Adjective/Misc,م,12,1,2
ممکن‌الوجود,Noun/Adjective/Misc,م,11,1,2
مناجات‌نامه,Noun/Adjective/Misc,م,11,1,2
مناسب‌سازی,Noun/Adjective/Misc,م,10,1,2
منافق‌پیشه,Noun/Adjective/Misc,م,10,1,2
مناقشه‌انگیز,Noun/Adjective/Misc,م,12,1,2
مناقشه‌گر,Noun/Adjective/Misc,م,9,1,2
مناقصه‌گذار,Noun/Adjective/Misc,م,11,1,2
منبت‌کار,Noun/Adjective/Misc,م,8,1,2
منبت‌کاری,Noun/Adjective/Misc,م,9,1,2
منبسط‌شده,Noun/Adjective/Misc,م,9,1,2
منتخب‌شده,Noun/Adjective/Misc,م,9,1,2
منتقل‌شده,Noun/Adjective/Misc,م,9,1,2
منتقل‌کننده,Noun/Adjective/Misc,م,11,1,2
منتهی‌الیه,Noun/Adjective/Misc,م,10,1,2
منت‌پذیر,Noun/Adjective/Misc,م,8,1,2
منت‌کش,Noun/Adjective/Misc,م,6,1,2
منت‌گذار,Noun/Adjective/Misc,م,8,1,2
منت‌گذاری,Noun/Adjective/Misc,م,9,1,2
منجم‌باشی,Noun/Adjective/Misc,م,9,1,2
منجوق‌دوزی,Noun/Adjective/Misc,م,10,1,2
منحرف‌سازی,Noun/Adjective/Misc,م,10,1,2
منحرف‌شده,Noun/Adjective/Misc,م,9,1,2
منحرف‌کننده,Noun/Adjective/Misc,م,11,1,2
منحصربه‌فرد,Noun/Adjective/Misc,م,11,1,2
منزل‌داری,Noun/Adjective/Misc,م,9,1,2
منزوی‌سازی,Noun/Adjective/Misc,م,10,1,2
منزوی‌شده,Noun/Adjective/Misc,م,9,1,2
منسوخ‌شده,Noun/Adjective/Misc,م,9,1,2
منشی‌زاده,Noun/Adjective/Misc,م,9,1,2
منصوب‌شده,Noun/Adjective/Misc,م,9,1,2
منطبق‌کننده,Noun/Adjective/Misc,م,11,1,2
منطقة‌البروج,Noun/Adjective/Misc,م,12,1,2
منطقه‌گرایی,Noun/Adjective/Misc,م,11,1,2
منطق‌الطیر,Noun/Adjective/Misc,م,10,1,2
منطق‌پذیری,Noun/Adjective/Misc,م,10,1,2
منطق‌گرایی,Noun/Adjective/Misc,م,10,1,2
منظره‌پرداز,Noun/Adjective/Misc,م,11,1,2
منعکس‌شده,Noun/Adjective/Misc,م,9,1,2
منعکس‌کننده,Noun/Adjective/Misc,م,11,1,2
منع‌کننده,Noun/Adjective/Misc,م,9,1,2
منفعت‌جو,Noun/Adjective/Misc,م,8,1,2
منفعت‌جویانه,Noun/Adjective/Misc,م,12,1,2
